name,size
test_videos/v=VGP9qh7U4H0__#1_label_A,21.82
1-1004/Love.Actually.2003__#01-30-25_01-33-56_label_A,21.82
test_videos/The.Notebook.2004__#00-11-00_00-15-08_label_A,21.77
2805-3319/v=QZ99HG1YuEE__#1_label_A,21.76
3320-3954/v=yrOmzQ1DXp8__#1_label_A,21.76
2005-2804/v=ArmaSAbnnAk__#1_label_B4-0-0,21.76
1-1004/Ip.Man.3.2015__#01-02-20_01-05-33_label_B1-0-0,21.75
1005-2004/v=2xLtOm67sN0__#1_label_A,21.75
2005-2804/v=F5tQN7Wvqac__#1_label_B1-0-0,21.73
1005-2004/v=8DTMW08T3kw__#1_label_A,21.72
3320-3954/v=zdbumR6Bhd8__#1_label_A,21.69
1005-2004/v=9_wk5nlx3pg__#1_label_B4-0-0,21.69
3320-3954/v=VRn8Tc02TbU__#00-03-00_00-06-00_label_A,21.67
1005-2004/v=0vVOXlgHC1U__#00-30-00_00-36-00_label_A,21.66
test_videos/v=pCyCi-q4MqY__#1_label_A,21.66
test_videos/v=uyvM-vq5DwA__#1_label_A,21.62
2805-3319/v=p3NshF6UCKg__#1_label_A,21.59
2805-3319/v=q2SP66Jb6Cw__#00-30-00_00-36-00_label_A,21.59
1-1004/A.Beautiful.Mind.2001__#00-58-18_01-02-30_label_A,21.58
test_videos/v=RarYGpz-blM__#1_label_A,21.57
3320-3954/v=stnhbj9k99Q__#1_label_B4-0-0,21.54
1005-2004/Skyfall.2012__#00-09-55_00-12-10_label_B1-B2-0,21.54
3320-3954/v=XjRhYP-OXdM__#00-12-00_00-15-00_label_A,21.53
2805-3319/v=rR-F1X08BYQ__#1_label_B1-0-0,21.47
2005-2804/v=KEHqR6Y0opE__#1_label_B4-0-0,21.47
3320-3954/v=XtaWdc_oxsY__#1_label_A,21.47
2005-2804/v=I9wujEB6x2o__#1_label_B1-0-0,21.47
3320-3954/Your.Name.2016__#00-25-20_00-29-40_label_A,21.46
2805-3319/v=NeAC-MfTZzU__#00-12-00_00-15-00_label_A,21.44
2005-2804/v=BXR3d22BhHs__#00-00-00_00-02-00_label_B4-0-0,21.42
2005-2804/v=hnqpujmdb3g__#1_label_A,21.41
2805-3319/v=q2SP66Jb6Cw__#00-48-00_00-54-00_label_A,21.41
test_videos/v=tivXK3PGByk__#1_label_B1-0-0,21.38
1005-2004/The.Bourne.Identity.2002__#0-42-20_0-46-42_label_B1-B2-0,21.36
2005-2804/v=9hbxsGFK4I4__#1_label_B4-0-0,21.35
test_videos/Quantum.Of.Solace.2008__#00-47-29_00-50-52_label_A,21.33
1005-2004/v=1wR2LfX-R0Q__#1_label_A,21.33
1-1004/Hear.Me.2009__#00-51-55_00-55-16_label_A,21.3
1005-2004/v=7q4Yj0O9DXo__#1_label_B6-0-0,21.29
2805-3319/v=lD7dY_aNjiU__#1_label_B4-0-0,21.27
3320-3954/Your.Name.2016__#00-11-00_00-15-08_label_A,21.26
2005-2804/v=9zmKVlflJ1c__#1_label_B4-0-0,21.24
test_videos/Love.Actually.2003__#01-34-18_01-38-11_label_A,21.17
1005-2004/v=7q46-34clh4__#1_label_B4-0-0,21.15
2005-2804/v=DMgzyUHc83g__#1_label_B1-0-0,21.13
3320-3954/v=x-Cgkgj5KR0__#00-09-00_00-12-00_label_A,21.07
2805-3319/v=PHgxRABwgfA__#1_label_B4-B5-B1,21.05
1-1004/Love.Me.If.You.Dare.2003__#00-51-55_00-55-16_label_A,21.04
3320-3954/v=tlFJIG9mTGQ__#00-00-00_00-03-00_label_A,21.04
test_videos/One.Day.2011__#01-02-50_01-07-05_label_A,21.03
1005-2004/One.Day.2011__#00-58-18_01-02-30_label_A,21.02
3320-3954/v=zwJEvhVNOC0__#1_label_A,21.0
2805-3319/v=rJaiUINXyiY__#1_label_B4-0-0,20.99
3320-3954/v=x-Cgkgj5KR0__#00-15-00_00-18-00_label_A,20.99
1-1004/Bullet.in.the.Head.1990__#02-06-50_02-09-20_label_B2-0-0,20.98
test_videos/v=-kwNh1lMU-w__#1_label_B4-0-0,20.97
1-1004/Before.Sunset.2004__#00-25-20_00-29-20_label_A,20.94
test_videos/Desperado.1995__#00-16-48_00-18-52_label_B1-0-0,20.93
2005-2804/v=JmCOEJUPfM8__#1_label_A,20.93
1-1004/Bullet.in.the.Head.1990__#01-59-31_02-01-50_label_B6-B2-G,20.91
test_videos/Kill.Bill.Vol.1.2003__#01-17-20_01-20-20_label_B1-0-0,20.91
3320-3954/v=ZvyOsM5lAdY__#1_label_A,20.91
1-1004/Braveheart.1995__#02-43-01_02-46-50_label_B5-0-0,20.88
1005-2004/v=3XyOgx9bCUo__#1_label_A,20.87
3320-3954/v=u3ufuLefCLo__#1_label_A,20.87
3320-3954/v=vFPQ_NiDBIU__#02-12-00_02-18-00_label_A,20.86
3320-3954/v=x4o5-WFBHCY__#1_label_B6-0-0,20.86
2805-3319/v=qV4YYnXdQCc__#00-06-00_00-09-00_label_A,20.83
2005-2804/v=H2O6eX33uHQ__#1_label_A,20.79
test_videos/v=tlFJIG9mTGQ__#00-12-00_00-15-00_label_A,20.78
1005-2004/The.Pursuit.of.Happyness.2006__#01-50-00_01-53-10_label_A,20.77
2805-3319/v=QVDtmAb68KM__#00-02-20_00-04-40_label_B4-0-0,20.77
2805-3319/v=r6e5yCEUqUI__#1_label_A,20.75
1-1004/Love.Me.If.You.Dare.2003__#00-01-45_00-04-15_label_A,20.73
2805-3319/v=ShKAo-vLe1E__#1_label_B4-0-0,20.73
test_videos/Young.And.Dangerous.IV.1997__#01-07-50_01-09-45_label_B1-0-0,20.71
2805-3319/v=oKaT9PV5b6o__#1_label_A,20.7
1005-2004/v=7pN6q83gl7E__#1_label_B1-0-0,20.7
1005-2004/v=5XUHlSWG92I__#1_label_A,20.69
2005-2804/v=J24IP08SeXw__#1_label_A,20.66
2805-3319/v=LNqowctN3cg__#1_label_A,20.66
2005-2804/v=K4XvpPwAN4A__#1_label_G-0-0,20.65
2005-2804/v=j5UtA48u6eM__#1_label_B4-0-0,20.64
test_videos/Saving.Private.Ryan.1998__#00-47-50_00-49-35_label_B2-0-0,20.62
2005-2804/v=IBsbMYRF068__#1_label_A,20.62
1005-2004/Shoplifters.2018__#00-11-00_00-15-08_label_A,20.6
2005-2804/v=bKQYK7PYQpQ__#1_label_B1-0-0,20.6
2805-3319/v=Qa9rNcwsyvw__#1_label_B4-0-0,20.58
test_videos/v=qV4YYnXdQCc__#00-03-00_00-06-00_label_A,20.57
1-1004/Good.Will.Hunting.1997__#01-58-20_02-01-10_label_A,20.56
1005-2004/v=6BKWQCVkTKw__#1_label_A,20.56
2005-2804/v=dRcnDKrKA_g__#1_label_A,20.53
1005-2004/v=5W5-zw0wVhE__#1_label_A,20.51
test_videos/GoldenEye.1995__#01-17-05_01-19-57_label_B2-B1-0,20.51
test_videos/v=5NZxPmTpV6Y__#1_label_A,20.51
1005-2004/v=0O3LbHS5Xss__#1_label_A,20.46
2005-2804/v=DJ5o69v-oY8__#1_label_B4-0-0,20.41
1-1004/Mission.Impossible.III.2006__#00-04-22_00-07-45_label_A,20.39
2805-3319/v=qmsQ-obL1Z4__#00-32-10_00-37-41_label_B6-0-0,20.37
2805-3319/v=q2SP66Jb6Cw__#00-54-00_01-00-00_label_A,20.34
3320-3954/v=XF7VVP6pZqg__#1_label_A,20.33
1005-2004/v=8lvtYiOiCQU__#1_label_B4-0-0,20.32
2805-3319/v=QGUyrMeujCQ__#1_label_A,20.31
2005-2804/v=cOWdWHSgI-4__#1_label_B6-0-0,20.3
3320-3954/v=T1s-h38GvmA__#1_label_A,20.29
1005-2004/The.Pursuit.of.Happyness.2006__#01-17-00_01-19-40_label_A,20.26
1-1004/Ip.Man.3.2015__#00-34-00_00-36-00_label_B1-B4-0,20.25
1-1004/Be.with.You.2018__#00-11-00_00-15-08_label_A,20.25
2005-2804/v=883gJGDi8Xw__#1_label_B6-0-0,20.25
1005-2004/v=1fsEpf2O3AA__#1_label_G-0-0,20.23
3320-3954/v=w4IMts5VN3k__#1_label_A,20.21
test_videos/v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0,20.21
1005-2004/Still.Walking.2008__#00-56-40_01-02-02_label_A,20.2
1005-2004/One.Day.2011__#00-25-20_00-28-20_label_A,20.14
2805-3319/v=mr0LHzZz2m8__#1_label_B1-0-0,20.14
3320-3954/v=VxyjGNq0y5U__#1_label_G-0-0,20.14
1-1004/Bad.Boys.II.2003__#02-15-48_02-18-12_label_B2-G-0,20.13
1005-2004/The.Hurt.Locker.2008__#0-54-57_0-56-57_label_B2-0-0,20.12
3320-3954/v=XXRkHOAQP8M__#1_label_B1-0-0,20.11
1-1004/About.Time.2013__#00-25-20_00-29-40_label_A,20.11
1005-2004/v=5yOKW0R7qhg__#1_label_A,20.1
1005-2004/Shoplifters.2018__#00-51-55_00-55-16_label_A,20.1
1005-2004/Saving.Private.Ryan.1998__#00-01-26_00-04-07_label_A,20.06
3320-3954/v=vFPQ_NiDBIU__#00-48-00_00-54-00_label_A,20.05
test_videos/v=eAgqJnO3kr8__#00-42-00_00-48-00_label_A,20.05
2805-3319/v=PjYUODTUsvc__#1_label_A,20.05
3320-3954/v=zpBlI-nmf_A__#1_label_B1-0-0,20.03
1-1004/From.Dusk.Till.Dawn.1996__#00-17-24_00-20-39_label_A,20.02
2005-2804/v=js0WkJJ5Lc0__#1_label_A,20.01
2005-2804/v=eAgqJnO3kr8__#00-36-00_00-42-00_label_A,20.0
2805-3319/v=q2SP66Jb6Cw__#00-42-00_00-48-00_label_A,19.97
2005-2804/v=CUowt8pwRCM__#1_label_A,19.96
2005-2804/v=FeXZY4eVLlo__#1_label_A,19.93
test_videos/The.Intouchables.2011__#00-51-55_00-55-16_label_A,19.93
1005-2004/v=6Jr-XTGY81E__#1_label_A,19.92
test_videos/v=Ehh8ZdIMMj4__#1_label_A,19.89
2005-2804/v=DJTuDVJrhWA__#1_label_A,19.81
2805-3319/v=L94knHdVxbo__#1_label_B4-0-0,19.81
1005-2004/Shoplifters.2018__#00-33-52_00-38-31_label_A,19.76
1-1004/Bullet.in.the.Head.1990__#00-39-01_00-41-00_label_B2-0-0,19.75
2805-3319/v=LkkoipoWeSs__#00-00-00_00-02-57_label_B4-0-0,19.74
1005-2004/v=3A07-qclqpk__#1_label_A,19.71
2805-3319/v=OyvATvirHxM__#1_label_A,19.71
1005-2004/Tropa.de.Elite.2.2010__#00-20-05_00-23-30_label_A,19.69
1-1004/Be.with.You.2018__#01-21-22_01-25-40_label_A,19.65
2005-2804/v=DD3jfKr8e-k__#00-01-40_00-04-27_label_B4-0-0,19.63
1005-2004/The.Secret.Life.of.Walter.Mitty.2013__#01-20-00_01-22-08_label_A,19.61
test_videos/The.Notebook.2004__#01-30-25_01-33-56_label_A,19.6
3320-3954/v=x-Cgkgj5KR0__#00-18-00_00-21-00_label_A,19.59
2005-2804/v=enYITYwvPAQ__#00-24-00_00-27-00_label_A,19.58
2805-3319/v=qBnaSal7e84__#1_label_B1-0-0,19.58
1-1004/Fast.Furious.6.2013__#01-44-00_01-46-40_label_B1-B2-0,19.57
1005-2004/Quantum.Of.Solace.2008__#01-33-02_01-34-52_label_G-B2-0,19.53
2005-2804/v=14oeLr6xkC8__#1_label_A,19.51
3320-3954/v=tlFJIG9mTGQ__#00-03-00_00-06-00_label_A,19.51
2005-2804/v=hqxvfkmQWko__#1_label_A,19.49
1-1004/About.Time.2013__#00-51-55_00-55-16_label_A,19.46
1005-2004/v=_BvlwaTU16c__#1_label_B1-0-0,19.46
1-1004/Before.Sunset.2004__#00-42-52_00-45-31_label_A,19.46
test_videos/v=qhUItxoTrmg__#1_label_A,19.44
2005-2804/v=dN6qjd7K7vA__#1_label_A,19.44
3320-3954/v=yNpCNkHcGTs__#1_label_B1-0-0,19.43
1005-2004/v=8J7jDfSBH0U__#1_label_A,19.39
3320-3954/v=vFPQ_NiDBIU__#00-54-00_01-00-00_label_A,19.38
2005-2804/v=cEBOZY38Y7I__#1_label_A,19.37
1-1004/Fast.Furious.6.2013__#00-12-41_00-15-45_label_A,19.37
1005-2004/v=_7WGxbsaeGs__#1_label_A,19.34
1005-2004/The.Hurt.Locker.2008__#0-31-49_0-33-38_label_G-B2-0,19.33
test_videos/Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0,19.33
3320-3954/v=XjRhYP-OXdM__#00-03-00_00-06-00_label_A,19.3
1-1004/Mission.Impossible.II.2000__#01-49-35_01-51-52_label_B1-0-0,19.3
2005-2804/v=BXR3d22BhHs__#00-10-00_00-12-00_label_B4-0-0,19.27
2005-2804/v=CFfc4UWzVB8__#00-03-39_00-05-44_label_B4-0-0,19.27
2005-2804/v=ixQrXn7oLik__#1_label_A,19.26
2005-2804/v=eAgqJnO3kr8__#00-18-00_00-24-00_label_A,19.25
2005-2804/v=d42_ffkgAhw__#1_label_B4-0-0,19.24
1-1004/Hear.Me.2009__#00-20-35_00-23-06_label_A,19.24
test_videos/Election.2005__#00-47-57_00-50-54_label_B5-0-0,19.23
2005-2804/v=enYITYwvPAQ__#00-03-00_00-06-00_label_A,19.22
3320-3954/v=xQHgnSWizWE__#00-06-00_00-09-00_label_A,19.21
test_videos/v=vFPQ_NiDBIU__#00-42-00_00-48-00_label_A,19.19
test_videos/Love.Actually.2003__#01-17-00_01-19-40_label_A,19.19
1005-2004/The.Secret.Life.of.Walter.Mitty.2013__#00-43-52_00-46-55_label_A,19.18
1005-2004/The.Attorney.2013__#00-51-55_00-55-16_label_A,19.18
1-1004/God.Bless.America.2011__#00-14-02_00-18-05_label_A,19.17
2005-2804/v=I6lFieHFSgw__#1_label_B1-0-0,19.17
2005-2804/v=fGEyp4vq2Hk__#1_label_A,19.17
3320-3954/v=Vo5KzimeK44__#1_label_A,19.15
2005-2804/v=JICOcHmkzfA__#1_label_B4-0-0,19.14
1-1004/Good.Will.Hunting.1997__#00-05-52_00-08-22_label_A,19.13
2005-2804/v=cCFV9wBiwNc__#1_label_G-0-0,19.13
test_videos/v=7zEFHKKBA0g__#1_label_B4-0-0,19.13
1005-2004/The.Secret.Life.of.Walter.Mitty.2013__#01-36-20_01-40-08_label_A,19.12
1005-2004/The.Pursuit.of.Happyness.2006__#00-51-55_00-55-16_label_A,19.1
1005-2004/v=_iS0bZrdgSo__#1_label_A,19.08
2805-3319/v=SKv-FNBtPfg__#1_label_B4-0-0,19.07
1005-2004/Still.Walking.2008__#01-09-30_01-16-59_label_A,19.04
test_videos/v=_BgJEXQkjNQ__#1_label_G-0-0,19.02
2805-3319/v=LkkoipoWeSs__#00-05-06_00-08-16_label_B4-0-0,19.02
test_videos/v=ZpWR_YZNZTM__#1_label_A,18.98
2005-2804/v=BXR3d22BhHs__#00-08-00_00-10-00_label_B4-0-0,18.98
3320-3954/v=UxV8yW8eTWs__#1_label_B1-0-0,18.95
2805-3319/v=rVZxrx_qxgA__#00-06-32_00-09-55_label_B4-0-0,18.93
1-1004/Casino.Royale.2006__#00-54-41_00-57-51_label_A,18.93
2005-2804/v=k0dMU2R-f-c__#1_label_G-0-0,18.92
3320-3954/v=V-87Zz7xbSA__#1_label_B4-0-0,18.9
1-1004/Desperado.1995__#00-00-00_00-03-38_label_A,18.89
2005-2804/v=Ao8Ipkl2Dag__#1_label_A,18.89
3320-3954/v=VO0YDRxjvxQ__#1_label_B4-0-0,18.88
3320-3954/v=vFPQ_NiDBIU__#02-06-00_02-12-00_label_A,18.88
2805-3319/v=qMKPbXh4870__#1_label_B4-0-0,18.85
1-1004/IP.Man.2.2010__#01-04-54_01-06-57_label_B4-B1-0,18.84
test_videos/Be.with.You.2018__#01-42-06_01-45-53_label_A,18.84
2805-3319/v=okOVxfuSYPk__#1_label_A,18.84
2005-2804/v=dupw2pH3oes__#1_label_G-0-0,18.83
1005-2004/v=1jMf0RGRpnc__#1_label_A,18.82
1-1004/Mission.Impossible.II.2000__#01-52-05_01-54-05_label_B1-0-0,18.81
3320-3954/v=tGPyoma3-o8__#1_label_A,18.81
test_videos/Rush.Hour.3.2007.BluRay__#01-00-40_01-04-00_label_A,18.79
1-1004/Bullet.in.the.Head.1990__#01-16-04_01-17-30_label_B2-G-0,18.79
2805-3319/v=lA1bgUYjJ0I__#1_label_G-0-0,18.79
3320-3954/v=Y43UkfAe_bc__#00-02-27_00-04-28_label_B4-0-0,18.79
2005-2804/v=cK8jk8dMuJs__#1_label_B1-0-0,18.78
2005-2804/v=enYITYwvPAQ__#00-12-00_00-15-00_label_A,18.75
3320-3954/v=uKM_o9F6lDQ__#1_label_B4-0-0,18.75
test_videos/Love.Actually.2003__#00-51-55_00-55-16_label_A,18.74
2005-2804/v=fx8NZovRGp8__#1_label_A,18.73
2005-2804/v=cvEJ5WFk2KE__#00-12-00_00-15-00_label_A,18.72
2805-3319/v=LDiHXHof9uk__#1_label_A,18.72
1005-2004/The.Secret.Life.of.Walter.Mitty.2013__#00-51-55_00-55-16_label_A,18.7
1-1004/Love.Actually.2003__#00-01-45_00-04-15_label_A,18.67
2005-2804/v=enYITYwvPAQ__#00-18-00_00-21-00_label_A,18.66
2805-3319/v=NLhjNzQHphQ__#1_label_G-0-0,18.66
1-1004/Fast.Furious.6.2013__#00-32-52_00-36-31_label_A,18.65
3320-3954/v=XxVp3LWqZVk__#1_label_B4-0-0,18.63
1005-2004/v=9eME1y6V-T4__#02-18-00_02-20-40_label_A,18.62
3320-3954/v=x-Cgkgj5KR0__#00-03-00_00-06-00_label_A,18.62
1-1004/Black.Hawk.Down.2001__#00-02-54_00-04-27_label_B4-0-0,18.61
1005-2004/Rush.Hour.1998.BluRay__#00-55-24_00-58-47_label_A,18.6
1-1004/Casino.Royale.2006__#00-57-55_01-02-06_label_A,18.59
2005-2804/v=enYITYwvPAQ__#00-09-00_00-12-00_label_A,18.59
1-1004/About.Time.2013__#01-30-25_01-33-56_label_A,18.59
2005-2804/v=9-r-0PtLNU0__#1_label_A,18.58
2005-2804/v=eAgqJnO3kr8__#00-24-00_00-30-00_label_A,18.54
1-1004/Be.with.You.2018__#00-37-40_00-40-31_label_A,18.54
1-1004/Mission.Impossible.II.2000__#00-45-41_00-48-20_label_A,18.47
2805-3319/v=RcTmLTQSBak__#1_label_A,18.47
1005-2004/Shoot.Em.Up.2007__#00-59-28_01-01-20_label_B2-B6-0,18.47
2005-2804/v=enYITYwvPAQ__#00-15-00_00-18-00_label_A,18.46
1-1004/Hear.Me.2009__#00-06-37_00-08-22_label_A,18.46
3320-3954/v=tlFJIG9mTGQ__#00-06-00_00-09-00_label_A,18.45
2005-2804/v=g36_mKRP3K0__#1_label_A,18.44
2005-2804/v=FdA-ojxyKLU__#1_label_B4-0-0,18.4
3320-3954/v=x-Cgkgj5KR0__#00-06-00_00-09-00_label_A,18.4
2005-2804/v=IV9Noc-d41Q__#1_label_A,18.39
3320-3954/v=wfeU-Q8cGBs__#1_label_A,18.36
2805-3319/v=-RdREpFcycY__#1_label_A,18.35
test_videos/v=1202rYvw7go__#1_label_A,18.34
2005-2804/v=cvEJ5WFk2KE__#00-24-00_00-27-00_label_A,18.34
1005-2004/v=4VzOUKODdZ4__#1_label_B4-0-0,18.33
3320-3954/v=YNYqmXkTxA8__#1_label_A,18.32
test_videos/v=vFPQ_NiDBIU__#01-00-00_01-06-00_label_A,18.31
2005-2804/v=JXDcm8YXvds__#1_label_B4-0-0,18.31
2005-2804/v=id-k6p-QHPY__#1_label_B4-0-0,18.3
test_videos/v=Y43UkfAe_bc__#00-00-00_00-01-40_label_B4-0-0,18.27
1-1004/Be.with.You.2018__#00-58-18_01-02-30_label_A,18.27
test_videos/v=3e3C-LQWF2s__#1_label_B1-0-0,18.25
2005-2804/v=jkECLk6biwQ__#1_label_A,18.23
3320-3954/v=WO7xbZEsKvc__#1_label_B1-0-0,18.23
2005-2804/v=cvEJ5WFk2KE__#00-15-00_00-18-00_label_A,18.22
2005-2804/v=eTNiMMICigY__#00-00-00_00-03-57_label_B4-0-0,18.18
test_videos/v=enYITYwvPAQ__#00-27-00_00-30-00_label_A,18.18
1005-2004/v=4xBNjEbLekg__#1_label_B4-0-0,18.16
3320-3954/v=Su_wcUpLYIk__#1_label_A,18.16
1005-2004/v=7NuWGTbPcEA__#1_label_A,18.16
test_videos/v=X60PecZRLGE__#1_label_A,18.13
test_videos/v=8oJMGgaww70__#1_label_B4-0-0,18.11
1005-2004/The.Bourne.Legacy.2012__#0-44-41_0-47-56_label_B2-0-0,18.09
1-1004/About.Time.2013__#01-34-18_01-38-11_label_A,18.09
2805-3319/v=P9FLQxMYiI4__#1_label_B4-0-0,18.08
1005-2004/Rush.Hour.1998.BluRay__#01-29-16_01-32-06_label_A,18.07
3320-3954/v=wUL8ZEs-2mI__#1_label_A,18.04
1-1004/GoldenEye.1995__#00-17-21_00-20-35_label_A,18.04
2805-3319/v=NeAC-MfTZzU__#00-09-00_00-12-00_label_A,18.03
1-1004/Fast.Furious.6.2013__#01-47-39_01-49-53_label_B1-B6-0,18.03
2005-2804/v=FHeDUxT5tB4__#1_label_A,17.99
test_videos/Tropa.de.Elite.2007__#00-52-33_00-54-35_label_A,17.99
test_videos/v=g4FnGZ5MAdo__#1_label_A,17.98
3320-3954/v=VRn8Tc02TbU__#00-00-00_00-03-00_label_A,17.95
2005-2804/v=DOMwKUIvcFw__#1_label_B1-0-0,17.95
2005-2804/v=hdPTRcsFN5w__#00-15-00_00-17-53_label_A,17.93
1005-2004/v=7_9OJnRnZjU__#1_label_B4-0-0,17.93
3320-3954/v=WZZDq8S6bhA__#1_label_B4-0-0,17.92
1-1004/Good.Will.Hunting.1997__#00-42-52_00-45-31_label_A,17.9
1005-2004/The.Notebook.2004__#00-05-52_00-08-22_label_A,17.89
1005-2004/Tropa.de.Elite.2007__#00-59-16_01-00-55_label_B2-0-0,17.89
test_videos/v=BFPkt0AuSFA__#1_label_B4-0-0,17.89
1-1004/Hear.Me.2009__#00-17-30_00-19-10_label_A,17.87
1-1004/Love.Death.and.Robots.S01E10__#0-09-01_0-11-52_label_B1-0-0,17.86
2805-3319/v=Qcn8G205ZhU__#1_label_B4-0-0,17.86
1005-2004/v=2Z-LmV6Zycs__#1_label_B1-0-0,17.85
2005-2804/v=gt0QF8-dTNw__#1_label_A,17.84
test_videos/Love.Me.If.You.Dare.2003__#01-04-40_01-06-59_label_A,17.83
test_videos/Flipped.2010__#01-10-30_01-13-51_label_A,17.83
1-1004/Bad.Boys.II.2003__#02-13-42_02-15-02_label_B6-G-B2,17.83
1005-2004/The.Attorney.2013__#00-05-52_00-08-22_label_A,17.82
2805-3319/v=PyMgIpzcqVA__#1_label_A,17.82
3320-3954/v=xRxt8u-iaGE__#1_label_A,17.8
2005-2804/v=enYITYwvPAQ__#00-06-00_00-09-00_label_A,17.8
2805-3319/v=MnQyX8iL-Qc__#1_label_A,17.8
1-1004/Bullet.in.the.Head.1990__#00-46-24_00-48-52_label_A,17.79
1-1004/Mission.Impossible.Fallout.2018__#00-17-22_00-20-52_label_A,17.78
1005-2004/Operation.Red.Sea.2018__#01-52-20_01-54-14_label_G-0-0,17.78
3320-3954/Your.Name.2016__#01-32-40_01-36-08_label_A,17.76
1-1004/Before.Sunrise.1995__#00-25-20_00-29-20_label_A,17.76
test_videos/v=GI49YSCruwY__#1_label_B4-0-0,17.73
test_videos/v=SmFpAAHmoII__#1_label_A,17.7
1005-2004/Taken.3.2014__#01-21-19_01-24-00_label_B2-0-0,17.69
2005-2804/v=cvEJ5WFk2KE__#00-18-00_00-21-00_label_A,17.68
1-1004/Fast.Furious.6.2013__#00-26-30_00-28-50_label_B6-0-0,17.68
2005-2804/v=enYITYwvPAQ__#00-21-00_00-24-00_label_A,17.67
1-1004/Casino.Royale.2006__#00-06-56_00-09-35_label_A,17.67
1-1004/Love.Me.If.You.Dare.2003__#00-04-20_00-06-15_label_A,17.65
2805-3319/v=LOBnTy6A8QI__#1_label_B6-0-0,17.62
test_videos/Flipped.2010__#00-42-52_00-45-31_label_A,17.62
1-1004/Desperado.1995__#00-54-16_00-56-20_label_B1-B2-0,17.6
1-1004/Before.Sunrise.1995__#00-11-00_00-15-08_label_A,17.58
test_videos/v=cvEJ5WFk2KE__#00-06-00_00-09-00_label_A,17.55
3320-3954/v=XWbY5jdJnHg__#1_label_A,17.54
1005-2004/Tropa.de.Elite.2007__#00-15-08_00-17-08_label_A,17.53
2005-2804/v=eAgqJnO3kr8__#00-12-00_00-18-00_label_A,17.53
1-1004/Fast.Furious.6.2013__#01-54-05_01-56-30_label_G-B6-0,17.51
2005-2804/v=f0i6Y0_365k__#1_label_B4-0-0,17.51
1-1004/A.Beautiful.Mind.2001__#01-42-06_01-45-53_label_A,17.49
3320-3954/v=uFJpq8S99bM__#1_label_A,17.49
2005-2804/v=AcHHE9bvLgY__#1_label_A,17.47
1005-2004/Rush.Hour.1998.BluRay__#00-20-03_00-22-55_label_A,17.47
2005-2804/v=cvEJ5WFk2KE__#00-09-00_00-12-00_label_A,17.45
1-1004/Bad.Boys.1995__#00-42-10_00-45-45_label_A,17.44
1-1004/Fast.Five.2011__#00-42-00_00-45-37_label_A,17.44
1005-2004/v=7rDRFFSUrPI__#00-02-32_00-04-36_label_G-0-0,17.43
2005-2804/v=Ha-Zx9ft2XI__#1_label_A,17.42
1005-2004/The.Pursuit.of.Happyness.2006__#00-20-35_00-23-06_label_A,17.4
1005-2004/Salt.2010__#00-55-52_00-57-50_label_B1-B5-B6,17.4
test_videos/Your.Name.2016__#01-01-20_01-04-00_label_A,17.38
1-1004/Bullet.in.the.Head.1990__#00-54-31_00-56-50_label_B2-B5-G,17.38
1-1004/Flipped.2010__#00-20-35_00-23-06_label_A,17.34
2805-3319/v=N2rnBxCmbIE__#1_label_A,17.34
2805-3319/v=L6jBRXYn5JU__#1_label_A,17.33
2805-3319/v=KUiVz3rW_Rg__#1_label_B4-0-0,17.31
2005-2804/v=cvEJ5WFk2KE__#00-21-00_00-24-00_label_A,17.31
test_videos/v=3xWiBCIxjIk__#1_label_B4-0-0,17.3
1-1004/Braveheart.1995__#01-06-20_01-09-20_label_A,17.27
1005-2004/v=7JBlGKPgKrU__#1_label_B4-0-0,17.26
1005-2004/The.Hurt.Locker.2008__#01-10-01_01-13-05_label_A,17.25
1005-2004/The.Bourne.Identity.2002__#0-59-13_01-03-20_label_A,17.23
3320-3954/v=XB4wO2YEEK8__#1_label_B1-0-0,17.22
1005-2004/v=5gOoBB_BxRM__#1_label_B4-0-0,17.21
1005-2004/v=-8kHD_Ca2cE__#1_label_A,17.16
3320-3954/v=Tok2GAoeSMI__#1_label_A,17.16
1-1004/Be.with.You.2018__#00-25-20_00-29-20_label_A,17.16
3320-3954/v=WVMpxkB7vV0__#1_label_B4-0-0,17.15
2005-2804/v=9Qmks0QVI40__#00-01-58_00-04-40_label_B4-0-0,17.14
1005-2004/The.Notebook.2004__#01-42-06_01-45-53_label_A,17.13
1005-2004/Saving.Private.Ryan.1998__#00-28-42_00-31-21_label_A,17.12
1005-2004/Salt.2010__#00-57-55_01-01-01_label_A,17.12
1005-2004/v=6IiAgbi5t_Q__#1_label_B1-0-0,17.11
3320-3954/v=ZPV2OzkQy1M__#1_label_A,17.1
2805-3319/v=pbDdY9ZOlfw__#1_label_A,17.09
2005-2804/v=cvEJ5WFk2KE__#00-03-00_00-06-00_label_A,17.08
1005-2004/Tropa.de.Elite.2.2010__#00-33-25_00-35-30_label_B1-0-0,17.08
test_videos/v=EToznHwS0OA__#1_label_A,17.03
2005-2804/v=gOiCWyZz85g__#1_label_A,17.02
2005-2804/v=IZCzbslH8jo__#1_label_A,17.01
2805-3319/v=rzuRQ3F4bFE__#1_label_A,16.99
test_videos/v=3wxWNAM8Cso__#1_label_G-0-0,16.99
